YEAR,LEGAL_NAME,ICAO,ICAO_COUNTRY_NAME,TRAFFIC,OUT_OF_BUSINESS
2024,PTL LUFTFAHRTUNTERN.,KST,GERMANY,3,NO
2023,PTL LUFTFAHRTUNTERN.,KST,GERMANY,1,NO
2025,SUNRISE AIRWAYS,KSZ,HAITI,1585,NO
2024,SUNRISE AIRWAYS,KSZ,HAITI,1239,NO
2023,SUNRISE AIRWAYS,KSZ,HAITI,116,NO
2019,TRANSAVIABALTIKA,KTB,LITHUANIA,3182,NO
2023,TRANSAVIABALTIKA,KTB,LITHUANIA,77,NO
2024,KYRGYZ TRANS AVIA,KTC,KYRGYZSTAN,400,NO
2019,AZUR AIR LLC,KTK,RUSSIAN FEDERATION,16111,NO
2019,SKYAVIATRANS LLC,KTR,UKRAINE,48,NO
2019,KAZ AIR TRANS,KUY,KAZAKHSTAN,9,NO
2024,SKY LEASE CARGO,KYE,USA,53,NO
2019,SKY LEASE CARGO,KYE,USA,4,NO
2023,AVIASERVICE LLC,KZN,RUSSIAN FEDERATION,919,NO
2019,AVIASERVICE LLC,KZN,RUSSIAN FEDERATION,913,NO
2024,AVIASERVICE LLC,KZN,RUSSIAN FEDERATION,696,NO
2025,AVIASERVICE LLC,KZN,RUSSIAN FEDERATION,471,NO
2023,AIR ASTANA JSC,KZR,KAZAKHSTAN,8445,NO
2024,AIR ASTANA JSC,KZR,KAZAKHSTAN,7906,NO
2025,AIR ASTANA JSC,KZR,KAZAKHSTAN,5983,NO
2019,AIR ASTANA JSC,KZR,KAZAKHSTAN,5397,NO
2025,ULS AIRLINES CARGO,KZU,TÜRKIYE,147,NO
2024,ULS AIRLINES CARGO,KZU,TÜRKIYE,34,NO
2023,ULS AIRLINES CARGO,KZU,TÜRKIYE,10,NO
2019,ULS AIRLINES CARGO,KZU,TÜRKIYE,9,NO
2019,LIBYAN AIRLINES,LAA,LIBYA,1442,NO
2023,LIBYAN AIRLINES,LAA,LIBYA,612,NO
2024,LIBYAN AIRLINES,LAA,LIBYA,325,NO
2025,LIBYAN AIRLINES,LAA,LIBYA,236,NO
2019,LOCKHEED MARTIN CORPORATION,LAC,USA,47,NO
2023,LOCKHEED MARTIN CORPORATION,LAC,USA,12,NO
2025,LOCKHEED MARTIN CORPORATION,LAC,USA,3,NO
2024,LINEA AEREA CARGUERA DE COLOMBIA SA,LAE,COLOMBIA,787,NO
2023,LINEA AEREA CARGUERA DE COLOMBIA SA,LAE,COLOMBIA,576,NO
2025,LINEA AEREA CARGUERA DE COLOMBIA SA,LAE,COLOMBIA,158,NO
2023,MIL LATVIA,LAF,LATVIA,27,NO
2024,MIL LATVIA,LAF,LATVIA,21,NO
2019,MIL LATVIA,LAF,LATVIA,7,NO
2023,LEGEND AIRLINES,LAL,ROMANIA,88,NO
2024,LEGEND AIRLINES,LAL,ROMANIA,46,NO
2025,LEGEND AIRLINES,LAL,ROMANIA,13,NO
2024,LAM,LAM,MOZAMBIQUE,239,NO
2023,LAM,LAM,MOZAMBIQUE,18,NO
2025,LAM,LAM,MOZAMBIQUE,15,NO
2019,LAM,LAM,MOZAMBIQUE,2,NO
2024,LATAM AIRLINES GROUP S.A.,LAN,CHILE,2718,NO
2023,LATAM AIRLINES GROUP S.A.,LAN,CHILE,2535,NO
2025,LATAM AIRLINES GROUP S.A.,LAN,CHILE,2393,NO
2019,LATAM AIRLINES GROUP S.A.,LAN,CHILE,2202,NO
2024,LAO AIRLINES,LAO,LAOS,4,YES
2025,LIONS AIR,LAS,SWITZERLAND,15,NO
2024,LIONS AIR,LAS,SWITZERLAND,1,NO
2019,ALBA STAR S.A.,LAV,SPAIN,4371,NO
2025,ALBA STAR S.A.,LAV,SPAIN,4036,NO
2024,ALBA STAR S.A.,LAV,SPAIN,3961,NO
2023,ALBA STAR S.A.,LAV,SPAIN,3768,NO
2024,LIZ AVIATION,LAZ,BURKINA FASO,80,NO
2025,LIZ AVIATION,LAZ,BURKINA FASO,6,NO
2023,LIZ AVIATION,LAZ,BURKINA FASO,4,NO
2025,NOUVELAIR TUNISIE,LBT,TUNISIA,18169,NO
2024,NOUVELAIR TUNISIE,LBT,TUNISIA,16598,NO
2023,NOUVELAIR TUNISIE,LBT,TUNISIA,14786,NO
2019,NOUVELAIR TUNISIE,LBT,TUNISIA,10783,NO
2025,EXECUTIVE AUTHORITY,LBY,LIBYA,23,NO
2025,LAN CARGO SA,LCO,CHILE,4392,NO
2024,LAN CARGO SA,LCO,CHILE,3655,NO
2023,LAN CARGO SA,LCO,CHILE,3000,NO
2019,LAN CARGO SA,LCO,CHILE,1124,NO
2023,LEADING EDGE AVIATION LTD,LDG,UNITED KINGDOM,1035,NO
2024,LEADING EDGE AVIATION LTD,LDG,UNITED KINGDOM,530,NO
2025,LEADING EDGE AVIATION LTD,LDG,UNITED KINGDOM,522,NO
2019,LAUDAMOTION GMBH,LDM,AUSTRIA,35943,NO
2023,SPARFELL LUFTFAHRT GMBH,LDX,AUSTRIA,3808,NO
2024,SPARFELL LUFTFAHRT GMBH,LDX,AUSTRIA,3117,NO
2025,SPARFELL LUFTFAHRT GMBH,LDX,AUSTRIA,2967,NO
2019,SPARFELL LUFTFAHRT GMBH,LDX,AUSTRIA,1782,NO
2019,UNIJET,LEA,FRANCE,884,NO
2023,UNIJET,LEA,FRANCE,351,NO
2025,UNIJET,LEA,FRANCE,341,NO
2024,UNIJET,LEA,FRANCE,231,NO
2019,FIELD GROUP AVIATION AS,LED,NORWAY,320,NO
2023,FIELD GROUP AVIATION AS,LED,NORWAY,226,NO
2025,FIELD GROUP AVIATION AS,LED,NORWAY,225,NO
2024,FIELD GROUP AVIATION AS,LED,NORWAY,178,NO
2023,MIL QATAR,LEE,QATAR,1,NO
2025,FSH LUFTFAHRTUNTERN,LEJ,GERMANY,1069,NO
2025,"LINEA AEREA DE SERVICIO EJECUTIVO REGIONAL, C.A",LER,VENEZUELA,284,NO
2024,"LINEA AEREA DE SERVICIO EJECUTIVO REGIONAL, C.A",LER,VENEZUELA,204,NO
2019,LIONS AIR,LEU,SWITZERLAND,180,NO
2023,LIONS AIR,LEU,SWITZERLAND,80,NO
2024,LEXAIR CORPORATE AVIATION,LEX,USA,48,NO
2025,LEXAIR CORPORATE AVIATION,LEX,USA,41,NO
2023,LEXAIR CORPORATE AVIATION,LEX,USA,32,NO
2024,L3 CTS AIRLINE AND ACADEMY TRAINING LTD,LFA,UNITED KINGDOM,609,NO
2023,L3 CTS AIRLINE AND ACADEMY TRAINING LTD,LFA,UNITED KINGDOM,528,NO
2025,L3 CTS AIRLINE AND ACADEMY TRAINING LTD,LFA,UNITED KINGDOM,477,NO
2025,INTL TRIP PLANNING,LFK,USA,1,NO
2025,DLR BRAUNSCHWEIG,LFO,GERMANY,72,NO
2023,DLR BRAUNSCHWEIG,LFO,GERMANY,48,NO
2019,DLR BRAUNSCHWEIG,LFO,GERMANY,40,NO
2024,DLR BRAUNSCHWEIG,LFO,GERMANY,33,NO
2019,LUXAIR,LGL,LUXEMBOURG,33150,NO
2023,LUXAIR,LGL,LUXEMBOURG,32019,NO
2024,LUXAIR,LGL,LUXEMBOURG,31149,NO
2025,LUXAIR,LGL,LUXEMBOURG,30170,NO
2019,LONGTAIL AVTN,LGT,BERMUDA,122,NO
2019,LGW,LGW,GERMANY,42,NO
2025,LONGHAO AIRLINES,LHA,CHINA,645,NO
2024,LONGHAO AIRLINES,LHA,CHINA,101,NO
2023,LONGHAO AIRLINES,LHA,CHINA,30,NO
2025,LIEBHERR AVIATION,LHB,GERMANY,986,NO
2024,LIEBHERR AVIATION,LHB,GERMANY,906,NO
2023,LIEBHERR AVIATION,LHB,GERMANY,872,NO
2019,LIEBHERR AVIATION,LHB,GERMANY,791,NO
2025,A2B HELI (CHARTERS) LTD,LHC,UNITED KINGDOM,2,NO
2025,LAHAK AVIATION,LHK,ISRAEL,324,NO
2024,LAHAK AVIATION,LHK,ISRAEL,92,NO
2023,LAHAK AVIATION,LHK,ISRAEL,9,NO
2025,LUFTHANSA CITY AIRLINES GMBH,LHX,GERMANY,15626,NO
2024,LUFTHANSA CITY AIRLINES GMBH,LHX,GERMANY,2784,NO
2023,LUFTHANSA CITY AIRLINES GMBH,LHX,GERMANY,8,NO
2019,UNKNOWN OPERATOR,LIA,NA,2113,NO
2023,LIAT,LIA,NA,865,NO
2024,LIAT,LIA,NA,40,NO
2025,BE AERO HAVACILIK,LIB,TÜRKIYE,2,NO
2019,UBC INVESTMENTS LP,LIC,UKRAINE,4,NO
2023,ALIDAUNIA,LID,ITALY,1938,NO
2019,ALIDAUNIA,LID,ITALY,1725,NO
2024,ALIDAUNIA,LID,ITALY,1607,NO
2025,ALIDAUNIA,LID,ITALY,1136,NO
2019,ANWB MEDICAL AIR ASS,LIF,NETHERLANDS,6,NO
2024,FLY LILI SRL,LIL,ROMANIA,1998,NO
2025,FLY LILI SRL,LIL,ROMANIA,734,NO
2023,FLY LILI SRL,LIL,ROMANIA,537,NO
2019,LIPICAN AER D.O.O.,LIP,SLOVENIA,549,NO
2025,LIPICAN AER D.O.O.,LIP,SLOVENIA,505,NO
2024,LIPICAN AER D.O.O.,LIP,SLOVENIA,504,NO
2023,LIPICAN AER D.O.O.,LIP,SLOVENIA,500,NO
2023,LEISURE ONE FLY SRL,LIT,ITALY,4,NO
2025,REGENCY JET,LJC,UNITED KINGDOM,1322,NO
2023,REGENCY JET,LJC,UNITED KINGDOM,1145,NO
2024,REGENCY JET,LJC,UNITED KINGDOM,972,NO
2025,LUCKY AIR LTD,LKE,CHINA,4,NO
2023,"AVIATION ADVISOR, INC.",LKF,USA,32,NO
2025,"AVIATION ADVISOR, INC.",LKF,USA,16,NO
2023,LIFE LINE AVIAT. (2),LLK,GREECE,1401,NO
2024,LIFE LINE AVIAT. (2),LLK,GREECE,1387,NO
2025,LIFE LINE AVIAT. (2),LLK,GREECE,1353,NO
2019,LIFE LINE AVIAT. (2),LLK,GREECE,823,NO
2019,YAMAL,LLM,RUSSIAN FEDERATION,2288,NO
2023,YAMAL,LLM,RUSSIAN FEDERATION,923,NO
2023,CLASSIC JET UAB,LLT,LITHUANIA,741,NO
2019,CLASSIC JET UAB,LLT,LITHUANIA,597,NO
2024,CLASSIC JET UAB,LLT,LITHUANIA,507,NO
2025,CLASSIC JET UAB,LLT,LITHUANIA,73,NO
2023,MIL SOUTH AFRICA,LMG,SOUTH AFRICA,1,NO
2019,"LUXAVIATION E.A,S.A.",LMJ,PORTUGAL,1203,NO
2023,"LUXAVIATION E.A,S.A.",LMJ,PORTUGAL,925,NO
2024,"LUXAVIATION E.A,S.A.",LMJ,PORTUGAL,635,NO
2025,"LUXAVIATION E.A,S.A.",LMJ,PORTUGAL,369,NO
2019,GRANTEX AVIATION,LMK,UNITED KINGDOM,2,NO
2025,ALMASRIA,LMU,EGYPT,5602,NO
2024,ALMASRIA,LMU,EGYPT,2730,NO
2019,ALMASRIA,LMU,EGYPT,2494,NO
2023,ALMASRIA,LMU,EGYPT,1487,NO
2019,LATAM AIRLINES ECUADOR S.A,LNE,ECUADOR,300,NO
2024,LATAM AIRLINES ECUADOR S.A,LNE,ECUADOR,60,NO
2025,LATAM AIRLINES ECUADOR S.A,LNE,ECUADOR,38,NO
2023,LION AIRLINES,LNI,INDONESIA,17252,NO
2024,LION AIRLINES,LNI,INDONESIA,13287,NO
2025,LION AIRLINES,LNI,INDONESIA,12242,NO
2019,LION AIRLINES,LNI,INDONESIA,6,NO
2019,LONDON EXECUTIVE AVIATION LTD,LNX,UNITED KINGDOM,2710,NO
2023,LONDON EXECUTIVE AVIATION LTD,LNX,UNITED KINGDOM,1747,NO
2024,LONDON EXECUTIVE AVIATION LTD,LNX,UNITED KINGDOM,1745,NO
2025,LONDON EXECUTIVE AVIATION LTD,LNX,UNITED KINGDOM,1496,NO
2025,JET24 GMBH,LOD,AUSTRIA,212,NO
2023,LOGANAIR LTD,LOG,UNITED KINGDOM,57259,NO
2019,LOGANAIR LTD,LOG,UNITED KINGDOM,51594,NO
2024,LOGANAIR LTD,LOG,UNITED KINGDOM,50456,NO
2025,LOGANAIR LTD,LOG,UNITED KINGDOM,49311,NO
2024,EASYCHARTER LLC,LOL,GEORGIA,356,NO
2025,EASYCHARTER LLC,LOL,GEORGIA,179,NO
2023,EASYCHARTER LLC,LOL,GEORGIA,129,NO
2019,LOT POLISH AIRLINES,LOT,POLAND,134252,NO
2025,LOT POLISH AIRLINES,LOT,POLAND,117241,NO
2024,LOT POLISH AIRLINES,LOT,POLAND,108804,NO
2023,LOT POLISH AIRLINES,LOT,POLAND,103020,NO
2019,AIR LARGE EUROPEAN AVIATION PROJECT AB,LPA,SWEDEN,4816,NO
2019,LATAM AIRLINES PERU S.A.,LPE,PERU,1372,NO
2023,LATAM AIRLINES PERU S.A.,LPE,PERU,1126,NO
2025,LATAM AIRLINES PERU S.A.,LPE,PERU,959,NO
2024,LATAM AIRLINES PERU S.A.,LPE,PERU,914,NO
2024,LOTNICZE POGOTOWIE RATUNKOWE,LPR,POLAND,1067,NO
2025,LOTNICZE POGOTOWIE RATUNKOWE,LPR,POLAND,1042,NO
2023,LOTNICZE POGOTOWIE RATUNKOWE,LPR,POLAND,997,NO
2019,LOTNICZE POGOTOWIE RATUNKOWE,LPR,POLAND,61,NO
2023,LR AIRLINES S.R.O.,LRB,CZECH REPUBLIC,2,NO
2023,LACSA,LRC,COSTA RICA,10,NO
2024,LACSA,LRC,COSTA RICA,5,NO
2019,SKYJET AVIATION SVCS,LRK,NIGERIA,10,NO
2019,LUXEMBOURG AIR SERVICES,LRQ,LUXEMBOURG,2650,NO
2024,LUXEMBOURG AIR SERVICES,LRQ,LUXEMBOURG,1677,NO
2025,LUXEMBOURG AIR SERVICES,LRQ,LUXEMBOURG,1607,NO
2023,LUXEMBOURG AIR SERVICES,LRQ,LUXEMBOURG,1555,NO
2019,LORRAINE AVIATION,LRR,FRANCE,2,NO
2023,LIBERTY JET,LRT,USA,222,NO
2024,LIBERTY JET,LRT,USA,206,NO
2025,LIBERTY JET,LRT,USA,130,NO
2025,LEADER S.R.L.,LSA,ITALY,1530,NO
2024,LEADER S.R.L.,LSA,ITALY,1495,NO
2023,LEADER S.R.L.,LSA,ITALY,1323,NO
2019,LEADER S.R.L.,LSA,ITALY,948,NO
2025,SKY GOLDEN LACHIN,LSG,TAJIKISTAN,2,NO
2025,MSC AIR SPA,LSI,ITALY,502,NO
2024,MSC AIR SPA,LSI,ITALY,174,NO
2025,SKYLIGHT LLC,LSK,RUSSIAN FEDERATION,305,NO
2024,SKYLIGHT LLC,LSK,RUSSIAN FEDERATION,214,NO
2023,SKYLIGHT LLC,LSK,RUSSIAN FEDERATION,18,NO
2025,LUXAVIATION SAN MARINO S.R.L.,LSM,SAN MARINO,485,NO
2024,LUXAVIATION SAN MARINO S.R.L.,LSM,SAN MARINO,284,NO
2019,LUXAVIATION SAN MARINO S.R.L.,LSM,SAN MARINO,82,NO
2023,LUXAVIATION SAN MARINO S.R.L.,LSM,SAN MARINO,75,NO
2024,MIL SLOVENIA,LSV,SLOVENIA,560,NO
2025,MIL SLOVENIA,LSV,SLOVENIA,557,NO
2023,MIL SLOVENIA,LSV,SLOVENIA,503,NO
2019,MIL SLOVENIA,LSV,SLOVENIA,463,NO
2019,CHARTER JETS UAB,LTC,LITHUANIA,797,NO
2024,CHARTER JETS UAB,LTC,LITHUANIA,735,NO
2025,CHARTER JETS UAB,LTC,LITHUANIA,675,NO
2023,CHARTER JETS UAB,LTC,LITHUANIA,565,NO
2019,LETS FLY SRO,LTF,CZECH REPUBLIC,10,NO
2025,ABSA CARGO,LTG,BRAZIL,291,NO
2019,ABSA CARGO,LTG,BRAZIL,51,NO
2019,EXO -2T LITHUANIA,LTK,BELGIUM,26,NO
2019,LUFTTRANSPORT FW AS,LTR,NORWAY,8333,NO
2025,LUFTTRANSPORT RW AS,LTR,NORWAY,1456,NO
2024,LUFTTRANSPORT RW AS,LTR,NORWAY,1357,NO
2023,LUFTTRANSPORT RW AS,LTR,NORWAY,1130,NO
2025,"FLIGHT INSPECTIONS AND SYSTEMS, CJSC",LTS,RUSSIAN FEDERATION,11,NO
2023,TFC FLUGBETRIEB,LTU,GERMANY,13,NO
2025,LUMINAIR GMBH,LUA,GERMANY,1970,NO
2024,LUMINAIR GMBH,LUA,GERMANY,81,NO
2023,ALBINATI AERONAUTICS,LUC,SWITZERLAND,812,NO
2024,ALBINATI AERONAUTICS,LUC,SWITZERLAND,562,NO
2019,ALBINATI AERONAUTICS,LUC,SWITZERLAND,332,NO
2025,ALBINATI AERONAUTICS,LUC,SWITZERLAND,315,NO
2025,"GLOBAL SKY, JSC",LUK,RUSSIAN FEDERATION,135,NO
2023,"GLOBAL SKY, JSC",LUK,RUSSIAN FEDERATION,92,NO
2024,"GLOBAL SKY, JSC",LUK,RUSSIAN FEDERATION,79,NO
2024,30 WEST INC.,LVA,USA,257,NO
2025,30 WEST INC.,LVA,USA,230,NO
2023,30 WEST INC.,LVA,USA,214,NO
2025,"FLY LEVEL BARCELONA, LH, S.L.",LVL,SPAIN,285,NO
2019,PACIFIC SKY,LVW,CANADA,3,NO
2024,LIBYAN WINGS,LWA,LIBYA,2438,NO
2023,LIBYAN WINGS,LWA,LIBYA,2222,NO
2019,LIBYAN WINGS,LWA,LIBYA,1448,NO
2025,LIBYAN WINGS,LWA,LIBYA,1416,NO
2023,LUXWING LTD.,LWG,MALTA,3529,NO
2024,LUXWING LTD.,LWG,MALTA,3317,NO
2019,LUXWING LTD.,LWG,MALTA,3193,NO
2025,LUXWING LTD.,LWG,MALTA,1566,NO
2024,LUMIWINGS SA,LWI,GREECE,1248,NO
2025,LUMIWINGS SA,LWI,GREECE,1158,NO
2023,LUMIWINGS SA,LWI,GREECE,1105,NO
2019,LUMIWINGS SA,LWI,GREECE,28,NO
2019,LUXAVIATION S.A.,LXA,LUXEMBOURG,1240,NO
2025,LUXAVIATION S.A.,LXA,LUXEMBOURG,545,NO
2024,LUXAVIATION S.A.,LXA,LUXEMBOURG,475,NO
2023,LUXAVIATION S.A.,LXA,LUXEMBOURG,385,NO
2025,CAE AVIATION,LXC,LUXEMBOURG,485,NO
2024,CAE AVIATION,LXC,LUXEMBOURG,329,NO
2023,CAE AVIATION,LXC,LUXEMBOURG,223,NO
2025,AMELIA EXECUTIVE,LXE,AUSTRIA,45,NO
2019,LUXAVIATION GERMANY GMBH,LXG,GERMANY,3541,NO
2023,LUXAVIATION GERMANY GMBH,LXG,GERMANY,1206,NO
2024,LUXAVIATION GERMANY GMBH,LXG,GERMANY,533,NO
2025,LUXAVIATION GERMANY GMBH,LXG,GERMANY,3,NO
2025,FLEXJET LLC,LXJ,USA,50235,NO
2024,FLEXJET LLC,LXJ,USA,45987,NO
2023,FLEXJET LLC,LXJ,USA,36553,NO
2019,FLEXJET LLC,LXJ,USA,18046,NO
2023,LUXAVIATION MALTA,LXM,MALTA,521,NO
2024,LUXAVIATION MALTA,LXM,MALTA,346,NO
2025,LUXAVIATION MALTA,LXM,MALTA,345,NO
2025,LIBYAN EXPRESS,LXX,LIBYA,34,NO
2024,LIBYAN EXPRESS,LXX,LIBYA,13,NO
2023,LIBYAN AIR AMBULANCE,LYA,LIBYA,1,NO
2025,LYNDEN AIR CARGO,LYC,USA,1318,NO
2024,LYNDEN AIR CARGO,LYC,USA,807,NO
2023,LYNDEN AIR CARGO,LYC,USA,416,NO
2019,LYNDEN AIR CARGO,LYC,USA,391,NO
2019,LYDD AIR LTD,LYD,UNITED KINGDOM,200,NO
2025,LYDD AIR LTD,LYD,UNITED KINGDOM,92,NO
2024,LYDD AIR LTD,LYD,UNITED KINGDOM,82,NO
2023,LYDD AIR LTD,LYD,UNITED KINGDOM,66,NO
2023,MIL LITHUANIA,LYF,LITHUANIA,723,NO
2025,MIL LITHUANIA,LYF,LITHUANIA,721,NO
2024,MIL LITHUANIA,LYF,LITHUANIA,557,NO
2019,MIL LITHUANIA,LYF,LITHUANIA,549,NO
2024,SMARTLYNX AIRLINES MALTA LTD.,LYX,MALTA,552,NO
2023,SMARTLYNX AIRLINES MALTA LTD.,LYX,MALTA,319,NO
2025,SMARTLYNX AIRLINES MALTA LTD.,LYX,MALTA,243,NO
2019,BULGARIA AIR,LZB,BULGARIA,13283,NO
2024,BULGARIA AIR,LZB,BULGARIA,9505,NO
2025,BULGARIA AIR,LZB,BULGARIA,9276,NO
2023,BULGARIA AIR,LZB,BULGARIA,8279,NO
2019,LEASE FLY AVTN SVCS,LZF,PORTUGAL,93,NO
2023,AEROTRANSPORTES MAS,MAA,MEXICO,16,NO
2024,AEROTRANSPORTES MAS,MAA,MEXICO,10,NO
2025,AEROTRANSPORTES MAS,MAA,MEXICO,1,NO
2024,AIR ARABIA MAROC,MAC,MOROCCO,19576,NO
2025,AIR ARABIA MAROC,MAC,MOROCCO,18637,NO
2023,AIR ARABIA MAROC,MAC,MOROCCO,16308,NO
2019,AIR ARABIA MAROC,MAC,MOROCCO,15594,NO
2019,MALI AIR LUFTVERKEHR,MAE,AUSTRIA,359,NO
2023,MALI AIR LUFTVERKEHR,MAE,AUSTRIA,292,NO
2024,MALI AIR LUFTVERKEHR,MAE,AUSTRIA,262,NO
2025,MALI AIR LUFTVERKEHR,MAE,AUSTRIA,71,NO
2023,MIL MALI (2),MAF,MALI,2,NO
2019,MAURITANIA AIRLINES,MAI,MAURITANIA,1832,NO
2025,MAURITANIA AIRLINES,MAI,MAURITANIA,1322,NO
2023,MAURITANIA AIRLINES,MAI,MAURITANIA,1091,NO
2024,MAURITANIA AIRLINES,MAI,MAURITANIA,1018,NO
2023,INTERNAL MINISTRY LW,MAP,NORTH MACEDONIA,2,NO
2024,INTERNAL MINISTRY LW,MAP,NORTH MACEDONIA,2,NO
2019,INTERNAL MINISTRY LW,MAP,NORTH MACEDONIA,1,NO
2024,AIR MEDITERRANEAN,MAR,GREECE,723,NO
2025,AIR MEDITERRANEAN,MAR,GREECE,583,NO
2019,AIR MEDITERRANEAN,MAR,GREECE,507,NO
2023,AIR MEDITERRANEAN,MAR,GREECE,383,NO
2025,MALAYSIA AIRLINES BERHAD,MAS,MALAYSIA,65257,NO
2024,MALAYSIA AIRLINES BERHAD,MAS,MALAYSIA,56746,NO
2023,MALAYSIA AIRLINES BERHAD,MAS,MALAYSIA,51279,NO
2019,MALAYSIA AIRLINES BERHAD,MAS,MALAYSIA,1517,NO
2019,AIR MAURITIUS,MAU,MAURITIUS,7756,NO
2023,AIR MAURITIUS,MAU,MAURITIUS,7432,NO
2024,AIR MAURITIUS,MAU,MAURITIUS,6382,NO
2025,AIR MAURITIUS,MAU,MAURITIUS,5942,NO
2025,MUSTIQUE AIRWAYS,MAW,ST.VINCENT & THE GRE,85,NO
2024,MUSTIQUE AIRWAYS,MAW,ST.VINCENT & THE GRE,69,NO
2023,MUSTIQUE AIRWAYS,MAW,ST.VINCENT & THE GRE,61,NO
2023,MALTA AIR LIMITED,MAY,MALTA,1,NO
2019,AIR MANAS,MBB,KYRGYZSTAN,4,NO
2023,MARTIN BAKER,MBE,UNITED KINGDOM,171,NO
2024,MARTIN BAKER,MBE,UNITED KINGDOM,86,NO
2019,MARTIN BAKER,MBE,UNITED KINGDOM,74,NO
2025,MARTIN BAKER,MBE,UNITED KINGDOM,74,NO
2019,ZEPHYR AVIATION,MBG,UNITED KINGDOM,134,NO
2023,ZEPHYR AVIATION,MBG,UNITED KINGDOM,18,NO
2019,LLC MB AERO,MBO,BELARUS,2,NO
2025,MARABU AIRLINES OU,MBU,ESTONIA,9769,NO
2024,MARABU AIRLINES OU,MBU,ESTONIA,8108,NO
2023,MARABU AIRLINES OU,MBU,ESTONIA,5436,NO
2019,MARSHALL AEROSPACE,MCE,UNITED KINGDOM,11,NO
2025,MARSHALL AEROSPACE,MCE,UNITED KINGDOM,1,NO
2025,AEROWAYS GMBH,MCK,GERMANY,3084,NO
2024,AEROWAYS GMBH,MCK,GERMANY,3068,NO
2023,AEROWAYS GMBH,MCK,GERMANY,2028,NO
2024,SWIFTAIR HELLAS,MDF,GREECE,3769,NO
2025,SWIFTAIR HELLAS,MDF,GREECE,3228,NO
2023,SWIFTAIR HELLAS,MDF,GREECE,3204,NO
2019,SWIFTAIR HELLAS,MDF,GREECE,2264,NO
2019,AIR MADAGASCAR,MDG,MADAGASCAR,1796,NO
2023,AIR MADAGASCAR,MDG,MADAGASCAR,404,NO
2024,AIR MADAGASCAR,MDG,MADAGASCAR,10,NO
2023,IAS MEDICAL LTD,MDI,UNITED KINGDOM,1694,NO
2024,IAS MEDICAL LTD,MDI,UNITED KINGDOM,1552,NO
2025,IAS MEDICAL LTD,MDI,UNITED KINGDOM,1341,NO
2019,IAS MEDICAL LTD,MDI,UNITED KINGDOM,819,NO
2019,MEDITERRANEAN AVIATION COMPANY LTD (MEDAVIA),MDM,MALTA,737,NO
2025,MCDAN AVIATION SAN MARINO S.R.L.,MDN,SAN MARINO,244,NO
2024,MCDAN AVIATION SAN MARINO S.R.L.,MDN,SAN MARINO,157,NO
2023,MCDAN AVIATION SAN MARINO S.R.L.,MDN,SAN MARINO,121,NO
2023,MEL AIR LTD,MDO,MALTA,198,NO
2024,MEL AIR LTD,MDO,MALTA,151,NO
2025,MEL AIR LTD,MDO,MALTA,98,NO
2019,MEL AIR LTD,MDO,MALTA,83,NO
2023,MIL NATO   NAPMA,MDS,NAPMA (MIL NATO),4,NO
2023,SUNDT AIR AS,MDT,NORWAY,1401,NO
2024,SUNDT AIR AS,MDT,NORWAY,1137,NO
2019,SUNDT AIR AS,MDT,NORWAY,1020,NO
2025,SUNDT AIR AS,MDT,NORWAY,968,NO
2024,MEDAIR CHARTER,MDX,SOUTH AFRICA,5,NO
2023,MEDAIR CHARTER,MDX,SOUTH AFRICA,1,NO
2025,MEA AIR LIBAN,MEA,LEBANON,22824,NO
2024,MEA AIR LIBAN,MEA,LEBANON,20962,NO
2019,MEA AIR LIBAN,MEA,LEBANON,13921,NO
2023,MEA AIR LIBAN,MEA,LEBANON,12625,NO
2025,IRISH COAST GUARD,MED,IRELAND,2,NO
2023,CHC IRELAND LTD,MED,UNITED KINGDOM,1,NO
2024,CHC IRELAND LTD,MED,UNITED KINGDOM,1,NO
2019,MERIDIAN AIRCOMPANY,MEM,UKRAINE,7,NO
2019,MAE AIRCRAFT MGMT.,MEN,BAHRAIN,32,NO
2023,MAE AIRCRAFT MGMT.,MEN,BAHRAIN,12,NO
2024,AIRTASK GROUP LIMITED,MET,UNITED KINGDOM,44,NO
2023,AIRTASK GROUP LIMITED,MET,UNITED KINGDOM,35,NO
2023,MOUNTAIN FLYERS,MFB,SWITZERLAND,1,NO
2019,MULTIFLIGHT LTD,MFT,UNITED KINGDOM,21,NO
2025,MY FREIGHTER,MFX,UZBEKISTAN,4856,NO
2024,MY FREIGHTER,MFX,UZBEKISTAN,2556,NO
2023,MY FREIGHTER,MFX,UZBEKISTAN,170,NO
2025,MAVI GOK HAVACILIK,MGH,TÜRKIYE,9824,NO
2024,MAVI GOK HAVACILIK,MGH,TÜRKIYE,7955,NO
2023,MAVI GOK HAVACILIK,MGH,TÜRKIYE,4108,NO
2025,MIAT MONGOLIA,MGL,MONGOLIA,863,NO
2024,MIAT MONGOLIA,MGL,MONGOLIA,789,NO
2023,MIAT MONGOLIA,MGL,MONGOLIA,785,NO
2019,MIAT MONGOLIA,MGL,MONGOLIA,494,NO
2019,"MANGO MNG, S.A.",MGO,SPAIN,97,NO
2024,"MANGO MNG, S.A.",MGO,SPAIN,85,NO
2025,"MANGO MNG, S.A.",MGO,SPAIN,69,NO
2023,"MANGO MNG, S.A.",MGO,SPAIN,55,NO
2019,MAGNA AIR,MGR,AUSTRIA,165,NO
