YEAR,LEGAL_NAME,ICAO,ICAO_COUNTRY_NAME,TRAFFIC,OUT_OF_BUSINESS
2025,TIME AIR S.R.O.,TIE,CZECH REPUBLIC,1267,NO
2023,ION TIRIAC AIR,TIH,ROMANIA,469,NO
2019,ION TIRIAC AIR,TIH,ROMANIA,354,NO
2024,ION TIRIAC AIR,TIH,ROMANIA,255,NO
2025,ION TIRIAC AIR,TIH,ROMANIA,28,NO
2023,TAJIKISTAN AIRLINES,TIL,TAJIKISTAN,1,NO
2024,"AVIATIS, LLC",TIS,RUSSIAN FEDERATION,67,NO
2023,"AVIATIS, LLC",TIS,RUSSIAN FEDERATION,63,NO
2025,"AVIATIS, LLC",TIS,RUSSIAN FEDERATION,61,NO
2025,THRIVE AVIATION,TIV,USA,2430,NO
2024,THRIVE AVIATION,TIV,USA,1366,NO
2023,THRIVE AVIATION,TIV,USA,1015,NO
2019,TAYARAN JET EAD,TJB,BULGARIA,27,NO
2024,ALISERIO S.R.L.,TJD,ITALY,3355,NO
2025,ALISERIO S.R.L.,TJD,ITALY,3295,NO
2023,ALISERIO S.R.L.,TJD,ITALY,2781,NO
2019,GULLIVAIR LTD,TJJ,BULGARIA,261,NO
2023,TYROLEAN JET SERVICE,TJS,AUSTRIA,2015,NO
2024,TYROLEAN JET SERVICE,TJS,AUSTRIA,1782,NO
2019,TYROLEAN JET SERVICE,TJS,AUSTRIA,678,NO
2025,TYROLEAN JET SERVICE,TJS,AUSTRIA,459,NO
2019,TWIN JET,TJT,FRANCE,7173,NO
2024,TWIN JET,TJT,FRANCE,6839,NO
2023,TWIN JET,TJT,FRANCE,6827,NO
2025,TWIN JET,TJT,FRANCE,6290,NO
2025,AJET HAVA,TKJ,TÜRKIYE,137498,NO
2024,AJET HAVA,TKJ,TÜRKIYE,92237,NO
2024,FLY ADVANCED,TKK,USA,30,NO
2025,FLY KISH AIRLINES,TKN,IRAN,8,NO
2023,THAI SKY AIRLINES,TKY,THAILAND,1,NO
2025,TL AVIATION GMBH,TLI,GERMANY,371,NO
2024,TL AVIATION GMBH,TLI,GERMANY,355,NO
2023,TL AVIATION GMBH,TLI,GERMANY,344,NO
2023,THALAIR,TLJ,FRANCE,2003,NO
2024,THALAIR,TLJ,FRANCE,1902,NO
2025,THALAIR,TLJ,FRANCE,1608,NO
2023,STARLINK AVIATION,TLK,CANADA,950,NO
2024,STARLINK AVIATION,TLK,CANADA,918,NO
2025,STARLINK AVIATION,TLK,CANADA,731,NO
2025,LION THAI,TLM,THAILAND,3374,NO
2024,LION THAI,TLM,THAILAND,1935,NO
2023,LION THAI,TLM,THAILAND,1742,NO
2019,LION THAI,TLM,THAILAND,18,NO
2025,AIR LIBYA 2,TLR,LIBYA,58,NO
2024,AIR LIBYA 2,TLR,LIBYA,20,NO
2019,AIR LIBYA 2,TLR,LIBYA,10,NO
2023,AIR LIBYA 2,TLR,LIBYA,6,NO
2023,TRI-M G. AIRLINES,TMG,INDONESIA,1231,NO
2024,TRI-M G. AIRLINES,TMG,INDONESIA,834,NO
2025,TRI-M G. AIRLINES,TMG,INDONESIA,579,NO
2023,TITAN AIRWAYS MALTA LIMITED,TMT,MALTA,828,NO
2025,TITAN AIRWAYS MALTA LIMITED,TMT,MALTA,393,NO
2024,TITAN AIRWAYS MALTA LIMITED,TMT,MALTA,224,NO
2019,HELIGROUP OPERATIONS,TOA,UNITED KINGDOM,22,NO
2024,TUI AIRWAYS LTD,TOM,UNITED KINGDOM,67807,NO
2025,TUI AIRWAYS LTD,TOM,UNITED KINGDOM,65918,NO
2019,TUI AIRWAYS LTD,TOM,UNITED KINGDOM,64740,NO
2023,TUI AIRWAYS LTD,TOM,UNITED KINGDOM,63667,NO
2023,BABCOCK MCS FRANCE,TON,FRANCE,3,NO
2025,FLYGTA INC.,TOR,CANADA,410,NO
2024,FLYGTA INC.,TOR,CANADA,162,NO
2023,AIRTANKER,TOW,UNITED KINGDOM,775,NO
2025,AIRTANKER,TOW,UNITED KINGDOM,433,NO
2024,AIRTANKER,TOW,UNITED KINGDOM,430,NO
2019,AIRTANKER,TOW,UNITED KINGDOM,393,NO
2024,TOYO AVIATION S.R.L.,TOY,ROMANIA,1581,NO
2025,TOYO AVIATION S.R.L.,TOY,ROMANIA,1291,NO
2019,TOYO AVIATION S.R.L.,TOY,ROMANIA,1078,NO
2023,TOYO AVIATION S.R.L.,TOY,ROMANIA,880,NO
2019,TAMPA SA,TPA,COLOMBIA,201,NO
2025,TAMPA SA,TPA,COLOMBIA,115,NO
2023,AIR CALEDONIE,TPC,FRANCE,9,NO
2024,AIR CALEDONIE,TPC,FRANCE,5,NO
2023,TARCO AVIATION,TQQ,SUDAN,2,NO
2025,TRANSAVIA AIRLINES,TRA,NETHERLANDS,62476,NO
2024,TRANSAVIA AIRLINES,TRA,NETHERLANDS,59538,NO
2019,TRANSAVIA AIRLINES,TRA,NETHERLANDS,59306,NO
2023,TRANSAVIA AIRLINES,TRA,NETHERLANDS,57091,NO
2019,TURUKHAN AIRLINES LLC,TRH,RUSSIAN FEDERATION,102,NO
2024,TURUKHAN AIRLINES LLC,TRH,RUSSIAN FEDERATION,14,NO
2023,TURK HAVA YOLLARI,TRK,TÜRKIYE,1358,NO
2019,TURK HAVA YOLLARI,TRK,TÜRKIYE,1074,NO
2024,TURK HAVA YOLLARI,TRK,TÜRKIYE,1046,NO
2025,TURK HAVA YOLLARI,TRK,TÜRKIYE,834,NO
2019,TARON AVIA,TRV,UNITED ARAB EMIRATES,93,NO
2019,AIR TRANSAT,TSC,CANADA,11700,NO
2025,AIR TRANSAT,TSC,CANADA,10752,NO
2024,AIR TRANSAT,TSC,CANADA,10606,NO
2023,AIR TRANSAT,TSC,CANADA,9675,NO
2025,TASHKENT AIR,TSK,UZBEKISTAN,15,NO
2023,TOMSK AIR ENTERPRISE,TSK,RUSSIAN FEDERATION,4,NO
2025,SKY LOUNGE SERVICES,TSM,LEBANON,350,NO
2023,SKY LOUNGE SERVICES,TSM,LEBANON,294,NO
2019,SKY LOUNGE SERVICES,TSM,LEBANON,291,NO
2024,SKY LOUNGE SERVICES,TSM,LEBANON,286,NO
2019,TJS SAN MARINO,TSR,SAN MARINO,61,NO
2025,TRANSWING GMBH,TSW,AUSTRIA,749,NO
2019,224TH FLIGHT UNIT,TTF,RUSSIAN FEDERATION,70,NO
2023,TATRA JET S.R.O.,TTJ,SLOVAK REPUBLIC,912,NO
2025,TATRA JET S.R.O.,TTJ,SLOVAK REPUBLIC,907,NO
2024,TATRA JET S.R.O.,TTJ,SLOVAK REPUBLIC,838,NO
2019,TATRA JET S.R.O.,TTJ,SLOVAK REPUBLIC,298,NO
2024,TOTAL LINHAS AEREAS,TTL,BRAZIL,8,NO
2025,TOTAL LINHAS AEREAS,TTL,BRAZIL,6,NO
2025,ALAMAN AIR,TTR,KAZAKHSTAN,17,NO
2019,T-AIR SPOL S.R.O.,TTV,CZECH REPUBLIC,289,NO
2023,TIGERAIR TAIWAN,TTW,TAIWAN,6,NO
2025,TIGERAIR TAIWAN,TTW,TAIWAN,6,NO
2025,TURKMENISTAN,TUA,TURKMENISTAN,2174,NO
2024,TURKMENISTAN,TUA,TURKMENISTAN,2014,NO
2019,TURKMENISTAN,TUA,TURKMENISTAN,1829,NO
2023,TURKMENISTAN,TUA,TURKMENISTAN,1331,NO
2023,TURKMENISTAN GOV.,TUG,TURKMENISTAN,189,NO
2025,TURKMENISTAN GOV.,TUG,TURKMENISTAN,179,NO
2024,TURKMENISTAN GOV.,TUG,TURKMENISTAN,146,NO
2019,TURKMENISTAN GOV.,TUG,TURKMENISTAN,92,NO
2019,TUIFLY GMBH,TUI,GERMANY,35327,NO
2024,TUIFLY GMBH,TUI,GERMANY,23982,NO
2025,TUIFLY GMBH,TUI,GERMANY,23129,NO
2023,TUIFLY GMBH,TUI,GERMANY,22609,NO
2023,TULPAR,TUL,RUSSIAN FEDERATION,804,NO
2024,TULPAR,TUL,RUSSIAN FEDERATION,637,NO
2025,TULPAR,TUL,RUSSIAN FEDERATION,526,NO
2019,TULPAR,TUL,RUSSIAN FEDERATION,5,NO
2019,UTAIR LIMITED,TUM,RUSSIAN FEDERATION,94,NO
2025,MIL TUNISIA,TUN,TUNISIA,130,NO
2023,MIL TUNISIA,TUN,TUNISIA,108,NO
2019,MIL TUNISIA,TUN,TUNISIA,68,NO
2024,MIL TUNISIA,TUN,TUNISIA,53,NO
2019,AVIASTAR-TU CO.,TUP,RUSSIAN FEDERATION,888,NO
2025,AVIASTAR-TU CO.,TUP,RUSSIAN FEDERATION,188,NO
2024,AVIASTAR-TU CO.,TUP,RUSSIAN FEDERATION,147,NO
2023,AVIASTAR-TU CO.,TUP,RUSSIAN FEDERATION,95,NO
2025,TUNISAIR EXPRESS,TUX,TUNISIA,1049,NO
2024,TUNISAIR EXPRESS,TUX,TUNISIA,1026,NO
2023,TUNISAIR EXPRESS,TUX,TUNISIA,936,NO
2019,TUNISAIR EXPRESS,TUX,TUNISIA,858,NO
2025,TRANSAVIA FRANCE SAS,TVF,FRANCE,104293,NO
2024,TRANSAVIA FRANCE SAS,TVF,FRANCE,89682,NO
2023,TRANSAVIA FRANCE SAS,TVF,FRANCE,81950,NO
2019,TRANSAVIA FRANCE SAS,TVF,FRANCE,45111,NO
2019,THAI VIETJET AIR,TVJ,THAILAND,8,NO
2024,SMARTWINGS HUNGARY KFT.,TVL,HUNGARY,1895,NO
2025,SMARTWINGS HUNGARY KFT.,TVL,HUNGARY,1593,NO
2023,SMARTWINGS HUNGARY KFT.,TVL,HUNGARY,1490,NO
2019,SMARTWINGS HUNGARY KFT.,TVL,HUNGARY,1269,NO
2019,SMARTWINGS POLAND SP. Z O.O.,TVP,POLAND,5211,NO
2025,SMARTWINGS POLAND SP. Z O.O.,TVP,POLAND,4694,NO
2024,SMARTWINGS POLAND SP. Z O.O.,TVP,POLAND,4492,NO
2023,SMARTWINGS POLAND SP. Z O.O.,TVP,POLAND,3747,NO
2025,SMARTWINGS SLOVAKIA,TVQ,SLOVAK REPUBLIC,2845,NO
2024,SMARTWINGS SLOVAKIA,TVQ,SLOVAK REPUBLIC,2716,NO
2023,SMARTWINGS SLOVAKIA,TVQ,SLOVAK REPUBLIC,2294,NO
2019,SMARTWINGS SLOVAKIA,TVQ,SLOVAK REPUBLIC,751,NO
2023,TERRA AVIA,TVR,MOLDOVA,230,NO
2025,TERRA AVIA,TVR,MOLDOVA,220,NO
2024,TERRA AVIA,TVR,MOLDOVA,159,NO
2024,SMARTWINGS A.S.,TVS,CZECH REPUBLIC,35624,NO
2025,SMARTWINGS A.S.,TVS,CZECH REPUBLIC,33084,NO
2019,SMARTWINGS A.S.,TVS,CZECH REPUBLIC,32405,NO
2023,SMARTWINGS A.S.,TVS,CZECH REPUBLIC,29936,NO
2025,T'WAY AIR CO LTD,TWB,KOREA,4568,NO
2024,T'WAY AIR CO LTD,TWB,KOREA,1525,NO
2023,T'WAY AIR CO LTD,TWB,KOREA,764,NO
2019,T'WAY AIR CO LTD,TWB,KOREA,5,NO
2019,AIR-TAXI EUROPE,TWG,GERMANY,927,NO
2023,AIR-TAXI EUROPE,TWG,GERMANY,804,NO
2024,AIR-TAXI EUROPE,TWG,GERMANY,519,NO
2025,AIR-TAXI EUROPE,TWG,GERMANY,306,NO
2023,TAILWIND AIRLINES,TWI,TÜRKIYE,9236,NO
2019,TAILWIND AIRLINES,TWI,TÜRKIYE,4363,NO
2024,TAILWIND AIRLINES,TWI,TÜRKIYE,2286,NO
2025,TAILWIND AIRLINES,TWI,TÜRKIYE,1010,NO
2025,SUNSET AVIATION LLC (DBA SOLAIRUS AVIATION),TWY,USA,11652,NO
2024,SUNSET AVIATION LLC (DBA SOLAIRUS AVIATION),TWY,USA,11408,NO
2023,SUNSET AVIATION LLC (DBA SOLAIRUS AVIATION),TWY,USA,10738,NO
2019,SUNSET AVIATION LLC (DBA SOLAIRUS AVIATION),TWY,USA,5447,NO
2025,TRANSAVIAEXPORT,TXC,BELARUS,109,NO
2019,TRANSAVIAEXPORT,TXC,BELARUS,106,NO
2024,TRANSAVIAEXPORT,TXC,BELARUS,22,NO
2023,TRANSAVIAEXPORT,TXC,BELARUS,8,NO
2019,ASIAN EXPRESS TAJIK,TXP,TAJIKISTAN,3,NO
2024,ASIAN EXPRESS TAJIK,TXP,TAJIKISTAN,3,NO
2023,ASIAN EXPRESS TAJIK,TXP,TAJIKISTAN,2,NO
2019,NORDSTAR AIRLINES,TYA,RUSSIAN FEDERATION,532,NO
2023,NORDSTAR AIRLINES,TYA,RUSSIAN FEDERATION,191,NO
2024,NORDSTAR AIRLINES,TYA,RUSSIAN FEDERATION,163,NO
2025,NORDSTAR AIRLINES,TYA,RUSSIAN FEDERATION,108,NO
2025,TJS MALTA,TYJ,MALTA,201,NO
2023,TJS MALTA,TYJ,MALTA,187,NO
2024,TJS MALTA,TYJ,MALTA,182,NO
2019,TJS MALTA,TYJ,MALTA,180,NO
2019,TYROL AIR AMBULANCE,TYW,AUSTRIA,2936,NO
2024,TYROL AIR AMBULANCE,TYW,AUSTRIA,2184,NO
2023,TYROL AIR AMBULANCE,TYW,AUSTRIA,2004,NO
2025,TYROL AIR AMBULANCE,TYW,AUSTRIA,1980,NO
2023,TCA LLC,TZS,GEORGIA,260,NO
2024,TCA LLC,TZS,GEORGIA,81,NO
2019,TCA LLC,TZS,GEORGIA,28,NO
2025,TCA LLC,TZS,GEORGIA,9,NO
2025,EMIRATES INTL,UAE,UNITED ARAB EMIRATES,88128,NO
2024,EMIRATES INTL,UAE,UNITED ARAB EMIRATES,87261,NO
2023,EMIRATES INTL,UAE,UNITED ARAB EMIRATES,79488,NO
2019,EMIRATES INTL,UAE,UNITED ARAB EMIRATES,77438,NO
2023,MIL UNITED ARAB EMIR,UAF,UNITED ARAB EMIRATES,1355,NO
2019,MIL UNITED ARAB EMIR,UAF,UNITED ARAB EMIRATES,1018,NO
2025,MIL UNITED ARAB EMIR,UAF,UNITED ARAB EMIRATES,905,NO
2024,MIL UNITED ARAB EMIR,UAF,UNITED ARAB EMIRATES,609,NO
2025,UNION AVIATION A/S,UAG,LATVIA,1868,NO
2024,UNION AVIATION A/S,UAG,LATVIA,1629,NO
2023,UNION AVIATION A/S,UAG,LATVIA,1493,NO
2025,"UNITED AIRLINES, INC.",UAL,USA,83981,NO
2024,"UNITED AIRLINES, INC.",UAL,USA,80101,NO
2023,"UNITED AIRLINES, INC.",UAL,USA,77374,NO
2019,"UNITED AIRLINES, INC.",UAL,USA,55603,NO
2025,UZ AERO TECH GROUP,UAT,UZBEKISTAN,25,NO
2024,UZ AERO TECH GROUP,UAT,UZBEKISTAN,16,NO
2023,UZ AERO TECH GROUP,UAT,UZBEKISTAN,13,NO
2023,MYANMAR NAT. AIRL.,UBA,MYANMAR,172,NO
2024,MYANMAR NAT. AIRL.,UBA,MYANMAR,14,NO
2024,UR AIRLINES,UBD,IRAQ,2264,NO
2025,UR AIRLINES,UBD,IRAQ,2175,NO
2023,UR AIRLINES,UBD,IRAQ,1273,NO
2019,UR AIRLINES,UBD,IRAQ,842,NO
2024,NORSE ATLANTIC UK LTD,UBT,UNITED KINGDOM,2667,NO
2025,NORSE ATLANTIC UK LTD,UBT,UNITED KINGDOM,2437,NO
2023,NORSE ATLANTIC UK LTD,UBT,UNITED KINGDOM,1850,NO
2025,"UNITED EAGLE, LETALSKI PROMET D.O.O.",UEE,SLOVENIA,1030,NO
2024,"UNITED EAGLE, LETALSKI PROMET D.O.O.",UEE,SLOVENIA,831,NO
2023,"UNITED EAGLE, LETALSKI PROMET D.O.O.",UEE,SLOVENIA,774,NO
2025,UNI-FLY HELIWORX LTD,UFX,UNITED KINGDOM,73,NO
2023,UNI-FLY,UFX,DENMARK,13,NO
2024,UNI-FLY HELIWORX LTD,UFX,UNITED KINGDOM,3,NO
2023,ELIANCE AVTN GLOBAL,UGC,SPAIN,1380,NO
2019,ELIANCE AVTN GLOBAL,UGC,SPAIN,1080,NO
2025,UGANDA NAT. AIRLINES,UGD,UGANDA,266,NO
2024,UGANDA NAT. AIRLINES,UGD,UGANDA,12,NO
2025,UG JET,UGJ,CZECH REPUBLIC,17,NO
2024,UG JET,UGJ,CZECH REPUBLIC,5,NO
2023,UG JET,UGJ,CZECH REPUBLIC,1,NO
2019,UKRAINIAN HELICOPTER,UHL,UKRAINE,24,NO
2023,UKRAINIAN HELICOPTER,UHL,UKRAINE,13,NO
2019,UNIVERSITET I TROMSO,UIT,NORWAY,186,NO
2025,UNIVERSITET I TROMSO,UIT,NORWAY,51,NO
2024,UNIVERSITET I TROMSO,UIT,NORWAY,10,NO
2023,UNIVERSITET I TROMSO,UIT,NORWAY,1,NO
2019,ATLASJET UKRAINE,UJX,UKRAINE,506,NO
2023,AERO FLIGHTOPS UK LTD,UKA,UNITED KINGDOM,158,NO
2019,UKRAINE AIR ALLIANCE,UKL,UKRAINE,932,NO
2024,UKRAINE AIR ALLIANCE,UKL,UKRAINE,254,NO
2025,UKRAINE AIR ALLIANCE,UKL,UKRAINE,147,NO
2023,UKRAINE AIR ALLIANCE,UKL,UKRAINE,114,NO
2025,UKRAINE AVTN STATE,UKN,UKRAINE,236,NO
2024,UKRAINE AVTN STATE,UKN,UKRAINE,208,NO
2019,UKRAINE AVTN STATE,UKN,UKRAINE,74,NO
2023,UKRAINE AVTN STATE,UKN,UKRAINE,74,NO
2024,POLICE BOARD,UKP,UNITED KINGDOM,3,NO
2023,WEST YORKSHIRE POLICE,UKP,UNITED KINGDOM,2,NO
2025,POLICE BOARD,UKP,UNITED KINGDOM,1,NO
2025,"UKTUS, AIRCOMPANY",UKT,RUSSIAN FEDERATION,4,NO
2024,"ULTRA AIR, LLC",ULA,USA,74,NO
2023,"ULTRA AIR, LLC",ULA,USA,67,NO
2019,"ULTRA AIR, LLC",ULA,USA,2,NO
2024,ALBINATI AVIATION,ULC,MALTA,1973,NO
2023,ALBINATI AVIATION,ULC,MALTA,1704,NO
2019,ALBINATI AVIATION,ULC,MALTA,1676,NO
2025,ALBINATI AVIATION,ULC,MALTA,1656,NO
2025,OFFSHORE HELICOPTER SERVICES UK LTD,ULR,UNITED KINGDOM,14,NO
2024,OFFSHORE HELICOPTER SERVICES UK LTD,ULR,UNITED KINGDOM,10,NO
2019,ATC YUZMASHAVIA,UMK,UKRAINE,421,NO
2025,UMZA AIR,UMZ,NIGERIA,3,NO
2024,UNI-FLY,UNC,DENMARK,53,NO
2025,UNI-FLY,UNC,DENMARK,20,NO
2019,UNI-FLY,UNC,DENMARK,2,NO
2025,UNICAIR GMBH,UNI,GERMANY,3180,NO
2024,UNICAIR GMBH,UNI,GERMANY,3091,NO
2023,UNICAIR GMBH,UNI,GERMANY,2922,NO
2019,AIR URGA,UNO,UKRAINE,854,NO
2024,AIR URGA,UNO,UKRAINE,818,NO
2023,AIR URGA,UNO,UKRAINE,717,NO
2025,AIR URGA,UNO,UKRAINE,559,NO
2025,LUNDS UNIVERSITET,UNY,SWEDEN,367,NO
2024,LUNDS UNIVERSITET,UNY,SWEDEN,322,NO
2023,LUNDS UNIVERSITET,UNY,SWEDEN,300,NO
2019,LUNDS UNIVERSITET,UNY,SWEDEN,276,NO
2019,AIR CONTROL,UPK,KAZAKHSTAN,1,NO
2023,MIROSHNICHENKO GENA,UPP,KAZAKHSTAN,1,NO
2023,UNITED PARCEL SERVICE CO,UPS,USA,24951,NO
2024,UNITED PARCEL SERVICE CO,UPS,USA,24676,NO
2025,UNITED PARCEL SERVICE CO,UPS,USA,23902,NO
2019,UNITED PARCEL SERVICE CO,UPS,USA,20562,NO
2024,ROSAVIA AIR COMPANY,UR*,UKRAINE,50,NO
2025,ROSAVIA AIR COMPANY,UR*,UKRAINE,34,NO
2023,ROSAVIA AIR COMPANY,UR*,UKRAINE,33,NO
2019,ROSAVIA AIR COMPANY,URA,UKRAINE,17,NO
2025,EUROPEAN CARGO LTD,URO,UNITED KINGDOM,1391,NO
2024,EUROPEAN CARGO LTD,URO,UNITED KINGDOM,1012,NO
2023,EUROPEAN CARGO LTD,URO,UNITED KINGDOM,345,NO
2025,USC GMBH,USY,GERMANY,204,NO
2024,USC GMBH,USY,GERMANY,88,NO
2023,USC GMBH,USY,GERMANY,42,NO
2019,"UTAIR AVIATION, JSC",UTA,RUSSIAN FEDERATION,6141,NO
2024,"UTAIR AVIATION, JSC",UTA,RUSSIAN FEDERATION,3447,NO
2025,"UTAIR AVIATION, JSC",UTA,RUSSIAN FEDERATION,2717,NO
2023,"UTAIR AVIATION, JSC",UTA,RUSSIAN FEDERATION,2106,NO
2023,UTAIR-HELICOPTERS,UTH,RUSSIAN FEDERATION,4,NO
2019,SKYLINE EXPRESS AIRLINES,UTN,UKRAINE,7743,NO
2025,SKYLINE EXPRESS AIRLINES,UTN,UKRAINE,2944,NO
2024,SKYLINE EXPRESS AIRLINES,UTN,UKRAINE,1703,NO
2023,SKYLINE EXPRESS AIRLINES,UTN,UKRAINE,824,NO
2019,UNI-TOP AIRLINES,UTP,CHINA,4,NO
2019,UKSATSE,UTS,UKRAINE,96,NO
2024,UNIVERSAL AIR CHART.,UVL,MALTA,1471,NO
2023,UNIVERSAL AIR CHART.,UVL,MALTA,938,NO
2025,UNIVERSAL AIR CHART.,UVL,MALTA,574,NO
2019,"UVT AERO, JSC",UVT,RUSSIAN FEDERATION,551,NO
2024,"UVT AERO, JSC",UVT,RUSSIAN FEDERATION,303,NO
2025,"UVT AERO, JSC",UVT,RUSSIAN FEDERATION,216,NO
2023,"UVT AERO, JSC",UVT,RUSSIAN FEDERATION,54,NO
2019,UKRAINIAN WINGS,UWJ,UKRAINE,7,NO
2025,CONSTANTA UKRAINE,UZA,UKRAINE,264,NO
2023,CONSTANTA UKRAINE,UZA,UKRAINE,99,NO
2024,CONSTANTA UKRAINE,UZA,UKRAINE,67,NO
2019,CONSTANTA UKRAINE,UZA,UKRAINE,40,NO
2025,UZBEKISTAN AIRWAYS,UZB,UZBEKISTAN,7767,NO
2024,UZBEKISTAN AIRWAYS,UZB,UZBEKISTAN,7347,NO
2023,UZBEKISTAN AIRWAYS,UZB,UZBEKISTAN,6779,NO
2019,UZBEKISTAN AIRWAYS,UZB,UZBEKISTAN,4834,NO
2024,PANORAMA AIRWAYS,UZP,UZBEKISTAN,138,NO
2025,SAM AIR LLC,UZS,UZBEKISTAN,398,NO
2024,SAM AIR LLC,UZS,UZBEKISTAN,244,NO
2023,SAM AIR LLC,UZS,UZBEKISTAN,4,NO
2025,SPACEBEE AIRLINES,UZU,UZBEKISTAN,77,NO
2024,SPACEBEE AIRLINES,UZU,UZBEKISTAN,67,NO
2023,VAN AIR EUROPE A.S.,VAA,CZECH REPUBLIC,656,NO
2025,VAN AIR EUROPE A.S.,VAA,CZECH REPUBLIC,430,NO
2024,VAN AIR EUROPE A.S.,VAA,CZECH REPUBLIC,312,NO
2019,VAN AIR EUROPE A.S.,VAA,CZECH REPUBLIC,8,NO
2024,VEGA KAZAKHSTAN,VAG,KAZAKHSTAN,1,NO
2025,VEGA KAZAKHSTAN,VAG,KAZAKHSTAN,1,NO
2025,AVCON JET S.R.L.,VAJ,SAN MARINO,1535,NO
2024,AVCON JET S.R.L.,VAJ,SAN MARINO,699,NO
2023,AVCON JET S.R.L.,VAJ,SAN MARINO,235,NO
2019,AVCON JET S.R.L.,VAJ,SAN MARINO,230,NO
2025,VOYAGEUR AIRWAYS (2),VAL,CANADA,204,NO
2023,VOYAGEUR AIRWAYS (2),VAL,CANADA,26,NO
2024,CARAVAN AIR,VAN,MAURITANIA,5,NO
2019,ATRAN-AVIATRANS,VAS,RUSSIAN FEDERATION,1872,YES
2024,ATRAN-AVIATRANS,VAS,RUSSIAN FEDERATION,12,YES
2019,FLY2SKY JSC,VAW,BULGARIA,952,NO
2024,FLY2SKY JSC,VAW,BULGARIA,76,NO
2023,FLY2SKY JSC,VAW,BULGARIA,74,NO
2025,FLY2SKY JSC,VAW,BULGARIA,72,NO
2025,MIL LIBYA,VAX,LIBYA,1,NO
2019,AVB 2012 LTD,VBA,BULGARIA,377,NO
2019,ALK JSC,VBB,BULGARIA,773,NO
2023,ALK JSC,VBB,BULGARIA,100,NO
2024,ALK JSC,VBB,BULGARIA,47,NO
2024,AIR BURKINA (2),VBW,BURKINA FASO,7,NO
2023,AIR BURKINA (2),VBW,BURKINA FASO,3,NO
2023,CATREUS AOC LTD,VCG,UNITED KINGDOM,1606,NO
2024,CATREUS AOC LTD,VCG,UNITED KINGDOM,1538,NO
2025,CATREUS AOC LTD,VCG,UNITED KINGDOM,1505,NO
2019,CATREUS AOC LTD,VCG,UNITED KINGDOM,1200,NO
2025,AVCON JET MALTA LTD,VCJ,MALTA,1966,NO
2024,AVCON JET MALTA LTD,VCJ,MALTA,1687,NO
2023,AVCON JET MALTA LTD,VCJ,MALTA,1239,NO
2019,AVCON JET MALTA LTD,VCJ,MALTA,817,NO
2019,JET AVIATION ZURICH-AIRPORT AG ,VCN,SWITZERLAND,243,NO
2023,CONVIASA,VCV,VENEZUELA,284,NO
2024,CONVIASA,VCV,VENEZUELA,190,NO
2025,CONVIASA,VCV,VENEZUELA,161,NO
2019,CONVIASA,VCV,VENEZUELA,1,NO
2019,VOLGA-DNEPR AIRLINES LLC,VDA,RUSSIAN FEDERATION,697,NO
2023,VOLGA-DNEPR AIRLINES LLC,VDA,RUSSIAN FEDERATION,80,NO
2025,VOLGA-DNEPR AIRLINES LLC,VDA,RUSSIAN FEDERATION,78,NO
2024,VOLGA-DNEPR AIRLINES LLC,VDA,RUSSIAN FEDERATION,76,NO
2019,VOLDIRECT SAS,VDR,FRANCE,256,NO
2024,AVIATION INDUSTRIAL COMPANY VECTOR,VEK,RUSSIAN FEDERATION,1,NO
2023,VEGA OFFSHORE SRL,VGA,ROMANIA,38,NO
2024,VEGA OFFSHORE SRL,VGA,ROMANIA,1,NO
2025,AVIATION SVC. MNGT,VGG,UNITED ARAB EMIRATES,46,NO
2024,AVIATION SVC. MNGT,VGG,UNITED ARAB EMIRATES,37,NO
2023,AVIATION SVC. MNGT,VGG,UNITED ARAB EMIRATES,6,NO
2025,ROSEWOOD ENTREPRISES PYT LTD,VHT,AUSTRALIA,22,NO
2024,ROSEWOOD ENTREPRISES PYT LTD,VHT,AUSTRALIA,6,NO
2023,PILATUS AUSTRALIA,VHX,AUSTRALIA,3,NO
2025,PRINCE AVIATION SI LTD,VIO,SLOVENIA,687,NO
2025,TAG AVIATION UK LTD,VIP,UNITED KINGDOM,351,NO
2019,TAG AVIATION UK LTD,VIP,UNITED KINGDOM,240,NO
2025,VIRGIN ATLANTIC AIRWAYS LTD,VIR,UNITED KINGDOM,26265,NO
2024,VIRGIN ATLANTIC AIRWAYS LTD,VIR,UNITED KINGDOM,25800,NO
2019,VIRGIN ATLANTIC AIRWAYS LTD,VIR,UNITED KINGDOM,24280,NO
2023,VIRGIN ATLANTIC AIRWAYS LTD,VIR,UNITED KINGDOM,24033,NO
2019,VISION AIR (PK),VIS,PAKISTAN,13,NO
2024,AEROENLACES NACIONAL,VIV,MEXICO,225,NO
2023,AEROENLACES NACIONAL,VIV,MEXICO,104,NO
2019,AEROENLACES NACIONAL,VIV,MEXICO,79,NO
2019,AEROVIS,VIZ,UKRAINE,4,NO
2025,"JETSELECT, LLC",VJA,USA,15857,NO
2024,"JETSELECT, LLC",VJA,USA,12513,NO
2023,TVPX ARS INC,VJA,USA,80,NO
2025,VIETJET AIR,VJC,VIETNAM,12960,NO
2024,VIETJET AIR,VJC,VIETNAM,11454,NO
2023,VIETJET AIR,VJC,VIETNAM,8421,NO
2019,VIETJET AIR,VJC,VIETNAM,206,NO
2024,VISTAJET GMBH,VJH,GERMANY,18777,NO
